ID,rwi_weight,pop2020,download_mbps_fixed,upload_mbps_fixed,latency_fixed,gdp_tot,gdp_per_capita,popDANE,pop60plus,pop60plus_ratio,pop_density
14828,0.3178985266159657,61200.38825638233,1.483,1.0235,76.0,158490000.0,3239.911688948853,48918.0,2594.454864308238,0.0423927843960642,14.510302564938652
12629,-0.1156243040145706,21294.833590149778,8.8245,1.11625,20.0,69390000.0,3425.313456412281,20258.0,2072.925384521484,0.0973440518211114,41.25153462357893
10057,0.5244207989822963,30382.400198449897,5.0365,0.79075,31.0,144180000.0,4684.667121551808,30777.0,2857.124084472656,0.0940387877788018,292.19506562681136
13209,-0.1964572642636585,22562.66593824628,5.194,2.501,28.0,216810000.0,8165.486592347092,26552.0,2505.5813369750977,0.1110498796477704,18.698058748762072
14362,0.1912693979237419,46777.94885136928,4.939,0.794,30.0,193050000.0,4416.306361951823,43713.0,4376.013671875,0.0935486437376551,85.22070795217273
11064,-0.3585037896485087,19746.63978253337,4.9455,0.76175,30.0,44550000.0,2377.648502962053,18737.0,1355.039401769638,0.0686212650198957,13.669682202818935
11753,0.6618585696861154,147788.89926781162,10.348,3.1675,22.0,665010000.0,5335.146453584924,124647.0,14637.003496050836,0.0990399385107185,251.0659949561643
10225,-0.4559514827508407,21121.936115596985,5.90875,4.1835,27.0,79380000.0,2651.125509318015,29942.0,2680.038222074508,0.1268841174126787,42.49008134633736
12212,0.2155031528823878,58000.20956357328,9.0825,2.07875,20.0,199260000.0,4678.453194336832,42591.0,6984.32493019104,0.120418960254542,257.0329455236478
14206,1.0383460451823583,471556.12888772174,20.252,4.865,22.0,1671840000.0,3104.4682996395723,538527.0,44559.52177810669,0.0944946296917209,3076.9085656081907
13821,0.1579080115398377,40952.77966259583,4.23675,1.1115,27.0,54810000.0,2560.0983994519524,21409.33333333333,4239.262936115265,0.1035158778242149,98.26092751950934
13625,-0.4112089980670794,7404.521216201844,8.466,1.731,26.0,23490000.0,2472.1111344980004,9502.0,731.7731323242188,0.0988278797450164,23.47414792497614
14401,-0.2622221507191018,34534.653463001814,5.0235,0.82175,31.0,112860000.0,3797.953964194373,29716.0,4126.88643348217,0.1194998651978207,16.5655925970185
11485,0.8991124785833926,72334.13742184668,11.943,4.20675,16.0,164835000.0,3888.305714454208,42392.5,5891.9757080078125,0.081454979875495,465.4811404191404
13059,-0.0475424969469051,21454.650400238977,6.6175,1.96,28.0,45360000.0,2928.3408650742413,15490.0,1829.39859199524,0.0852681613481272,45.16844912621561
14200,0.5563972915980336,37072.21353026835,7.42475,3.41625,28.5,313200000.0,6307.013834350269,49659.0,2255.439805984497,0.06083909190216,146.78498661059427
13868,0.3822990213269387,84970.69537517896,8.4465,2.688,29.0,363960000.0,3911.697691414816,93044.0,8119.676818847656,0.0955585544286309,62.741887846032185
12788,0.249553983892427,68294.23507984474,9.31825,3.0535,22.0,268380000.0,4573.307886306318,58684.0,5675.222324371338,0.083099581066195,98.92775494636116
10980,0.5865312340688004,9477.789878079118,5.064,0.793,32.0,32130000.0,3263.917106867127,9844.0,1826.20241355896,0.1926823064291313,238.29372597890182
11307,0.3319919438662906,14759.426963030528,5.7995,0.951,27.5,43470000.0,2889.908256880734,15042.0,1586.8329048156738,0.1075131784445547,55.16057974594234
10350,-0.0273262512121719,19670.404702904296,5.3225,0.813,29.0,52110000.0,3215.475749722325,16206.0,1422.0164008140564,0.0722921781372448,95.92325821993661
12675,0.9386206681115628,99140.29321580498,14.8915,4.441,19.0,369630000.0,4620.375,80000.0,14566.186729431152,0.1469249914131684,1468.1412605733974
14223,-0.24996472588333,19833.76237133923,4.745,0.736,33.0,87750000.0,3773.382068372393,23255.0,2607.0543842315674,0.1314452767669985,10.600421009542876
13692,-0.0031076802248145,18044.76361556797,6.25375,0.772,28.0,119610000.0,6187.150837988826,19332.0,2309.6471877098083,0.1279954249839648,96.69256328979974
11007,0.2105250879315024,66809.06085191914,4.584,1.193,34.5,212760000.0,4020.028341993386,52925.0,5897.104636907577,0.0882680367260121,33.80936564462759
11373,0.2982643028357396,40157.88904817531,10.231,4.70825,15.0,177120000.0,2897.810935506037,61122.0,1878.8968124389648,0.0467877385234306,93.14937899890928
10836,0.3781998681531964,33171.60317758575,5.18475,2.288,22.0,91530000.0,2539.46674805094,36043.0,983.1151885986328,0.0296372527832157,504.7054478437285
11663,1.306084742772745,250413.7585310492,22.65975,5.072,14.0,2485080000.0,10524.91593044038,236114.0,25887.60804462433,0.1033793358499288,5257.394853792748
12842,0.1630269351103584,25313.17018952475,5.3545,1.484,30.0,102060000.0,4156.722192807396,24553.0,3310.3378944396973,0.1307753185260691,110.24265376196162
11866,-0.1589108719409324,27814.621541938992,5.03,0.74,27.0,59400000.0,2875.538558357942,20657.0,95.336035490036,0.0034275510578595,20.725837576523208
12042,0.6392867565250955,65846.48078978166,14.385,4.17,15.0,598050000.0,11249.576765358715,53162.0,1633.2396068572998,0.0248037493768498,781.4086390352951
11044,-0.1174045001071666,17845.952991121067,5.309,0.773,30.0,94500000.0,9615.384615384615,9828.0,1083.6398038864136,0.0607218793205136,45.15810458409577
13400,0.5167272191788146,100833.1315618256,8.692,2.92275,15.0,369900000.0,6515.306302180576,56774.0,4349.019704818726,0.0431308602386521,619.6720977283419
10949,0.2427687112735973,8994.237754089332,4.478,0.788,30.0,104220000.0,12192.325690219934,8548.0,944.0165576934814,0.1049579278982561,108.4294931568674
12360,1.207536348328757,283786.9502959027,21.86075,5.033,15.0,2197260000.0,7742.446986194212,283794.0,14466.875860214232,0.0509779461146107,11868.33040927163
13527,-0.3555545414139628,27593.45779904527,4.872,0.7485,31.5,69390000.0,2530.72686823006,27419.0,2989.46545600891,0.1083396462226762,12.665979568844962
13493,0.119467680416988,21867.398830380866,5.171,1.731,32.0,58320000.0,3977.6292456690767,14662.0,1518.5739250183103,0.0694446530562438,90.55418045515908
11896,0.2069219657599347,12648.206865984515,6.725,2.09225,28.0,37935000.0,4326.281576096254,8768.5,1220.5904960632324,0.0965030465579931,69.9054929465415
11590,0.408388641706977,46685.62854547403,10.4755,4.823,14.0,244890000.0,3668.9839091481135,66746.0,4325.139139175415,0.0926439093555851,340.7490731505592
11490,0.9171187040353778,18717.511017237168,17.495,4.95225,14.0,524070000.0,7111.240772904906,73696.0,296.1817398071289,0.0158237780404868,496.1981343196625
11070,0.0459172818804975,24267.17606624248,9.338,2.521,18.0,70200000.0,3196.2846605654963,21963.0,2495.425359725952,0.1028313040179933,118.65850878466948
10323,-0.0797790748476862,11687.9629890681,5.85975,1.789,26.0,28350000.0,3449.744463373084,8218.0,802.7935180664062,0.0686854945397473,27.063511089632158
14218,0.4781405931644927,60569.47308526044,15.2995,4.994,16.0,314010000.0,4729.137487010346,66399.0,8066.0044984817505,0.1331694678460825,522.8498876437623
14111,1.3192806394391448,2136067.2873225394,17.833,4.98,16.5,16193250000.0,6520.21606212088,2483545.0,224663.4214744568,0.1051761912219824,5802.413547289325
11768,-0.3755125145401791,13542.54892936381,5.282,0.786,31.0,65610000.0,4621.724429416737,14196.0,234.3509635925293,0.017304789874851,11.026610140321223
10444,-0.3388859272364673,51087.3855293978,4.495,1.61675,35.75,138240000.0,3195.783341424509,43257.0,6130.903207063674,0.1200081613794015,42.76686422584748
13973,0.2360511257593202,21029.81004623991,5.282,1.349,27.0,146070000.0,6817.0999206608485,21427.0,1489.6013526916504,0.0708328486760625,139.08455658335714
14016,-0.0087196459477977,13486.517525073365,4.938,0.7325,31.0,21060000.0,2425.9877894251813,8681.0,507.2434387207031,0.0376111503787145,113.42820824069214
14852,0.2092247340646836,25985.7289963758,5.294,2.286,22.0,53730000.0,2896.495956873315,18550.0,1782.2821426391602,0.0685869595148834,72.08314455307305
11112,-0.1162118196483229,19493.45441854422,4.739,4.268,28.0,209520000.0,7209.662434190151,29061.0,2260.0465774536133,0.1159387417400796,9.919797705983079
14420,0.7738700995368945,57918.86560818928,10.0235,3.122,15.0,143640000.0,5939.218523878437,24185.0,2777.822892189026,0.0479605887135376,212.6905758719029
11972,0.6680001169159242,153764.31459311454,15.864,5.1635,15.0,657450000.0,7906.8424945429615,83149.5,9970.64394378662,0.0648436795635617,700.3127840951577
11535,1.080922881955855,61706.08338400493,23.759,5.125,13.0,908550000.0,10628.304711992889,85484.0,8846.497899055481,0.1433650851570433,2811.70473098665
11860,-0.0530247474482215,19803.54453537938,4.433,0.795,33.5,72630000.0,3986.7164342957512,18218.0,4613.189713001251,0.23294767786442,43.4231279641905
12056,-0.0108402344399855,18454.43752497939,5.9395,0.8,30.0,140265000.0,6506.70315906666,21557.0,2483.73623085022,0.1345874794335133,23.701975305228878
10202,0.2265307292128324,11227.865161651844,5.2995,0.805,30.0,59400000.0,3781.031190324634,15710.0,1223.3394775390625,0.1089556616441486,72.85657690378379
11806,-0.0647255101954699,23123.43446022581,4.667,0.775,32.0,57240000.0,2785.5370091002,20549.0,921.2278094291688,0.0398395753456847,72.24327906594158
12501,-0.0243991829382983,12064.632752170011,6.303,0.852,32.0,33345000.0,2515.0852315583043,13258.0,1160.6229648590086,0.0962004388115545,26.71787263439515
11516,0.0951950183446891,27767.961109603108,6.5475,0.852,27.0,205200000.0,9141.533389762551,22447.0,1160.8415527343748,0.0418050698123787,126.22557784122205
13303,-0.3499229977608543,38510.624546309424,4.356,0.742,35.0,73170000.0,2317.6332710398783,31571.0,2378.5859718322754,0.0617644091690074,52.345939725432295
13634,-0.1121445484924801,15456.929997490231,4.862,0.786,30.0,60480000.0,3868.9866939611056,15632.0,1423.5643310546875,0.0920987758426695,41.10762386603832
10080,-0.2523903705711233,17356.82666282021,6.628,0.839,28.0,54000000.0,2507.778758185111,21533.0,1910.3959426879885,0.1100659688432689,39.385675317427015
14949,0.096273914582825,22738.0326852172,6.813,1.881,23.0,79380000.0,3566.358163356995,22258.0,1947.787628173828,0.0856620999335687,108.88242533854635
14228,0.1921391677460194,34374.31770382754,9.3445,2.739,29.0,36540000.0,2567.213114754098,14233.333333333334,2748.184112548828,0.0799487610554905,137.5241388367688
10720,-0.1254376145214301,19057.855368781347,4.983,0.773,28.5,111510000.0,4192.420482743063,26598.0,2409.748260498048,0.1264438318933542,42.00532747350569
11226,0.1609832377236037,36831.13571377179,6.60825,0.77825,27.0,261630000.0,7043.857523624909,37143.0,4091.167586088181,0.1110790505588027,41.40458370874495
13067,0.1690317870929408,47940.324110645655,4.80775,2.6945,28.0,264330000.0,6831.644784451566,38692.0,0.0,0.0,38.53682495797
11176,-0.0921904913395749,41304.25366525538,5.754,0.82,28.0,225180000.0,6187.283618178821,36394.0,3952.380012512207,0.0956894184444954,31.18045376917209
10574,0.1807411243728943,19551.771136016738,5.061,0.774,31.0,48600000.0,3177.9245406395085,15293.0,0.0,0.0,101.89047602900445
10857,0.0649077038232424,10720.152787052715,5.235,0.865,29.0,67770000.0,4185.14172790712,16193.0,778.4912395477296,0.0726194164404031,41.658028673048605
11104,-0.0070791166181779,32620.1237647642,4.6815,0.737,31.0,85050000.0,3090.8165861104044,27517.0,2827.3295776844025,0.0866743976225634,18.216912899047117
13451,0.0880458966340431,151762.86314749188,5.28,1.941,30.0,626670000.0,4912.554384039509,127565.0,17598.384034991264,0.1159597524058843,41.46425577227668
14281,-0.0089051982877185,44451.34339102176,4.476,0.747,31.5,152550000.0,5004.26453221362,30484.0,2233.7993774414062,0.0502526854541045,16.510069352089268
11666,-0.3739920787606317,19824.025794077446,4.9045,0.756,32.0,36720000.0,2632.2580645161293,13950.0,1935.585712432861,0.0976383774183309,36.286711985959364
12556,-0.1204240148660786,11521.766955297742,6.08,4.6895,25.0,35910000.0,3015.1133501259446,11910.0,1769.4374656677246,0.1535734468968869,21.223131683961547
14546,0.1380316497464297,14930.668963575345,5.005,0.85,31.75,40095000.0,5025.695663073452,7978.0,1347.708869934082,0.0902644665970382,101.4494048212934
14379,0.185295735295281,39151.38213402954,5.48575,0.82125,27.0,164700000.0,3910.627789913572,42116.0,4346.203079223633,0.1110102081286679,52.18470225372814
12781,-0.202121604209457,24298.834818292216,5.3325,1.88,28.0,63450000.0,2752.711496746204,23050.0,3.8441340923309326,0.0001582024043982,26.569039058925792
12947,0.2619291668618513,15493.29132512517,6.0905,1.84225,34.0,253530000.0,12919.38442723196,19624.0,1989.037797927856,0.1283805846148566,8.30837716513589
10683,0.0628606163749444,33125.65055667819,4.962,1.795,30.5,116640000.0,4626.735422451408,25210.0,3408.111032009124,0.1028843501859027,31.65845343080435
12445,0.0679139207366706,130874.78831134584,4.736,1.56,31.0,579690000.0,6309.551020408163,91875.0,8076.693523541093,0.061713135339153,22.499008111454458
13675,-0.2429153804886248,33632.11693144008,3.721,2.295,27.0,344520000.0,6450.839777557249,53407.0,1811.449203193188,0.0538606953254198,30.274828167772355
13180,-0.2821191661048358,38130.06299501719,3.91425,3.60625,25.5,84240000.0,4285.060277735389,19659.0,2450.352543890476,0.0642630080157666,21.957184406063963
11452,-0.351630286060907,35539.69231822793,3.819,2.807,35.0,19710000.0,4204.351535836177,4688.0,2410.0209257900715,0.0678120931439239,7.608071795481468
10277,-0.0725502359291848,54587.18411434184,5.6195,4.07875,21.0,141750000.0,2374.49118046133,59697.0,3768.407668054104,0.069034659493711,59.47972598773791
12094,-0.3524521027543308,70400.24701915606,5.2085,3.65375,21.0,300780000.0,6435.035621830941,46741.0,4246.480332672596,0.0603191112598954,12.837270890411661
10518,0.3649704413237145,59330.17446725773,3.201,0.93,39.0,207630000.0,3196.815963294277,64949.0,4684.247863769531,0.0789522010651528,423.96355534047063
12552,1.1606962249333868,1246891.8757153538,13.145,4.513,32.0,7498440000.0,6032.262424219021,1243056.0,107542.0081845522,0.0862480623052053,1024.6922856630886
12823,0.502870813016377,59218.2806111091,10.4885,4.614,15.0,248670000.0,3869.747899159664,64260.0,5525.7446365356445,0.0933114669914789,551.6385885177972
11895,0.204333235981429,16612.165804144264,10.5815,9.8265,17.0,45900000.0,2089.117473032634,21971.0,1421.7576599121094,0.0855853280465946,82.41498865667003
14568,0.224016035702302,26860.182416353666,15.27675,7.492,26.75,51840000.0,1766.389532506474,29348.0,2504.1155548095703,0.0932277940631167,90.3304307010919
10958,0.5946636794667911,114496.03251173772,6.307,1.114,37.0,512730000.0,3813.026147484904,134468.0,9455.059907913208,0.0825798038630195,1025.006715533793
12779,0.7970154168070194,48111.27195609523,19.69825,5.38625,19.0,80190000.0,2990.546159727013,26814.5,4019.9205405712128,0.0835546510647164,590.9808133343515
13547,0.546182370079378,31323.613509063725,5.093,2.467,34.0,73980000.0,2185.0079744816585,33858.0,2797.087984085083,0.0892964658523744,943.171225604479
14432,0.503430745712676,95615.31358164531,4.7445,2.84475,37.0,85680000.0,2342.1995024739617,36581.0,8134.661315917969,0.0850769715770668,209.9024305490641
11783,0.547425345813165,37036.145846227606,5.04575,2.595,35.0,66420000.0,2140.7161504496084,31027.0,4040.424865722656,0.109094096413226,581.1286492434585
10564,1.153272049080031,702279.5289270459,9.88,3.509,18.0,1775790000.0,2783.086362674649,638065.0,57146.6270904541,0.0813730498136029,13276.605448565142
10329,-0.2836629294819701,53115.05941036083,5.871,2.00125,39.0,76140000.0,3093.864282811865,24610.0,5466.646039009094,0.1029208307341693,34.02080775462862
14502,0.5229712246276819,72825.08904454022,10.6285,4.648,28.0,183600000.0,2555.7860155630106,71837.0,8049.560375213623,0.1105327913885621,129.19921137562287
11244,0.898747756561251,1052216.812746182,16.269,4.968,23.0,6085530000.0,6063.187155332599,1003685.0,88279.33268547058,0.0838984243704206,1334.0722363342347
11570,0.2063386456687199,127919.9591480599,6.73,1.9095,38.0,35640000.0,2563.4755088829747,13903.0,10365.30125105381,0.0810295853757784,90.83093197028592
10370,0.028584270645681,55215.69134433467,5.063,3.73,30.0,169830000.0,2377.639021112169,71428.0,4968.200477600098,0.0899780543653349,65.65483941189103
14084,-0.1209898622037406,31838.27408724728,16.9625,5.23,20.0,83700000.0,2926.3687853996225,28602.0,2465.331428527832,0.077432948211075,65.88603510196351
11048,0.2194396562937771,46672.79257468225,10.4635,3.759,32.0,105840000.0,2233.4296988752662,47389.0,2245.2198829650874,0.0481055398468488,97.44344396426717
11498,-0.2634605846137795,64719.19536708358,5.08725,2.4135,33.25,63045000.0,2021.9043648375607,31181.0,1639.6791076660156,0.0253352826524781,20.164721136745776
12378,0.1092422268803375,16303.82055180766,7.832,3.026,31.0,62370000.0,2573.869263783427,24232.0,1108.1738815307615,0.0679701961886408,35.88923516105837
13844,0.0811282944335008,23417.641828391614,4.9585,2.866,34.0,89910000.0,2380.7758506553687,37765.0,2378.7418937683105,0.1015790535699592,35.26896189282112
12460,0.3273191964460487,24501.650716791097,13.8395,8.3225,29.0,35640000.0,2416.7627314029974,14747.0,726.4943313598633,0.0296508320911616,134.40183074092147
12787,0.1206704868046102,23974.116063755067,4.161,3.04975,35.0,93150000.0,2764.012937301564,33701.0,4441.284629821777,0.1852533214576479,9.400820416172417
10954,-0.3462153673953706,46878.69959227066,4.8525,4.725,29.0,85320000.0,4567.940893029232,18678.0,4069.3057174682617,0.0868050042527034,25.645484854594873
11119,0.5841986762055876,76915.94802038651,19.4625,4.698,19.0,293220000.0,2670.175662262209,109813.0,6380.768345832825,0.0829576766594829,404.7821271624423
14541,0.1054444222594626,11489.558460235916,5.0615,5.488,14.5,112050000.0,7247.736093143596,15460.0,1438.763422369957,0.1252235607964707,12.517917357822114
11817,0.0656524518786497,5823.541374035234,4.319,3.2725,18.0,19440000.0,2815.1473463181524,6905.5,763.3680330514908,0.1310831303534707,37.00352642691924
11760,0.1181451028709468,6459.363333228782,4.209,2.145,21.0,6750000.0,4253.308128544423,1587.0,968.654106616974,0.1499612355963852,101.2696595881164
13075,0.484752984761566,53738.22165795112,6.0075,3.43225,19.0,246240000.0,4312.358802823068,57101.0,7312.51330947876,0.1360765779713292,407.05524295217594
10046,0.3776958841765857,42480.30999561639,10.817,3.997,21.0,40500000.0,3082.1917808219177,13140.0,4912.093745470047,0.1156322481162904,223.37980962948822
10181,0.4808281000536645,17185.58422062459,5.239,2.858,29.0,17820000.0,7063.020214030916,2523.0,2572.781981945038,0.1497058202337641,265.7447524515967
12110,0.3284050028093325,15295.0275152398,5.135,3.6965,19.5,17550000.0,4668.794892258579,3759.0,0.0,0.0,453.11521538041404
14176,0.6203648754610666,100209.45346963122,9.401,3.604,28.0,645030000.0,5169.338034941497,124780.0,14417.66190290451,0.1438752672897655,350.4220858136864
12111,0.050439674138765,10818.081465570209,6.3995,2.728,23.0,8640000.0,2666.6666666666665,3240.0,494.5500392913818,0.0457151335812495,107.79562282271033
11815,0.0093650162958732,3033.6385827923964,4.258,4.154,15.0,54540000.0,3005.9523809523807,18144.0,2503.145926475525,0.8251299085771236,14.82289326078312
13143,0.0782514790572186,9740.187683531896,15.48,10.057,12.0,23760000.0,4170.616113744076,5697.0,1129.3869531154633,0.1159512516401465,59.07555480332856
12775,0.5636946795857648,31136.356104211955,6.61075,2.53725,17.0,87480000.0,3833.311423688708,22821.0,2614.620746612549,0.0839732413729318,143.84027987364155
11845,0.6346943310424487,31635.80162470716,8.90075,3.54575,27.0,391230000.0,24093.48441926345,16238.0,1470.641441166401,0.0464866185030648,606.9655375302206
12191,0.5705739234385421,34391.1835019182,21.569,6.467,18.0,11070000.0,3873.33799860042,2858.0,6370.031862258911,0.1852228162460188,623.2553841941843
14289,0.1415196993091963,26344.707186249954,4.8415,0.78,34.0,184410000.0,5395.733973139831,34177.0,1704.5573382377625,0.0647020794798364,62.22940595284828
13311,0.1178484750998828,87108.11798497732,5.12325,0.8325,27.0,651780000.0,13692.857142857143,47600.0,11483.42506980896,0.1318295623352739,59.48536678768673
11381,0.061915666930419,12321.6787304613,4.739,3.08425,23.5,30240000.0,3799.949736114602,7958.0,1938.375809550285,0.1573142630929248,58.382613784549065
10429,-0.247360327928222,18085.936245650133,3.76675,2.1945,25.25,56700000.0,4130.244755244756,13728.0,1088.9476318359375,0.0602096356553198,62.67530035561782
10458,0.0212045125240963,13462.38071330912,7.40225,2.173,12.0,15930000.0,3193.0246542393265,4989.0,1285.5259175300598,0.0954902364526928,131.95219093554064
10773,0.35413910165353,19621.027768701177,5.077,2.415,24.0,34020000.0,2576.2968572510413,13205.0,814.6339473724365,0.0415184136618935,258.2067437655409
