GID_0,GID_1,GID_2,rwi_weight,pop2020,download_kbps_fixed,upload_kbps_fixed,download_mbps_fixed,upload_mbps_fixed,latency_fixed,tests_unique_dev_fixed,tests_fixed,hdi,life_expectancy,literacy_rate,gdp_per_capita,life_expectancy_index,literacy_index,education_index,gdp_index,pop60plus,pop60plus_ratio
SLV,SLV.5_1,SLV.5.17_1,0.3407211161658339,20007.42099636801,-1,-1,-1,-1,-1,-1,-1,0.668,68.8,73.1,3719.4,0.73,0.731,0.67,0.604,1736.28588,0.086782093519959
SLV,SLV.5_1,SLV.5.18_1,-0.0639971761821959,5595.503577131335,-1,-1,-1,-1,-1,-1,-1,0.678,68.6,79.1,3589.0,0.727,0.791,0.709,0.598,426.50316,0.0762224800897467
SLV,SLV.5_1,SLV.5.19_1,0.2794179635098724,16268.340077627654,-1,-1,-1,-1,-1,-1,-1,0.655,68.7,73.0,2975.7,0.728,0.73,0.671,0.566,1236.988845,0.0760365740510377
SLV,SLV.5_1,SLV.5.20_1,-0.0038868786397439,11003.549073897118,-1,-1,-1,-1,-1,-1,-1,0.631,68.5,66.8,2720.9,0.725,0.668,0.616,0.551,949.668655,0.0863056681641768
SLV,SLV.5_1,SLV.5.21_1,0.1449964292572168,15833.849193918431,-1,-1,-1,-1,-1,-1,-1,0.69,70.8,77.3,3588.1,0.764,0.773,0.71,0.598,1178.7071050000004,0.0744422338854108
SLV,SLV.5_1,SLV.5.22_1,0.8461090910086178,29266.945321763225,-1,-1,-1,-1,-1,-1,-1,0.727,70.5,87.2,4412.7,0.758,0.872,0.79,0.632,2037.532317,0.0696188923920552
SLV,SLV.6_1,SLV.6.1_1,0.55,8575.379392673894,-1,-1,-1,-1,-1,-1,-1,0.742,69.0,87.4,6365.5,0.733,0.874,0.801,0.693,781.2794980000002,0.0911072807656139
SLV,SLV.6_1,SLV.6.2_1,0.6016186107269207,24757.598336057945,-1,-1,-1,-1,-1,-1,-1,0.6930000000000001,68.7,79.46666666666667,4169.533333333334,0.7280000000000001,0.7946666666666666,0.7346666666666667,0.616,1628.9135789999998,0.0657944909231193
SLV,SLV.6_1,SLV.6.3_1,-0.001,2992.888498092554,-1,-1,-1,-1,-1,-1,-1,0.698,68.9,82.3,3815.7,0.732,0.823,0.755,0.608,291.0436370000001,0.0972450651554475
SLV,SLV.6_1,SLV.6.4_1,0.086,1374.8607664809842,-1,-1,-1,-1,-1,-1,-1,0.72,72.2,81.8,4545.2,0.787,0.818,0.735,0.637,156.853348,0.1140867146870973
SLV,SLV.6_1,SLV.6.5_1,0.5538115229072206,42942.288831841855,-1,-1,-1,-1,-1,-1,-1,0.743,70.3,86.5,6415.6,0.755,0.865,0.779,0.695,2898.1898139999994,0.0674903432685912
SLV,SLV.6_1,SLV.6.6_1,0.2360539331094492,202.024280735016,-1,-1,-1,-1,-1,-1,-1,0.692,72.2,83.3,2402.8,0.786,0.833,0.761,0.531,26.27451,0.1300561987123855
SLV,SLV.6_1,SLV.6.7_1,-0.1810830864865286,4266.093763491666,-1,-1,-1,-1,-1,-1,-1,0.71,70.6,81.3,3726.2,0.76,0.813,0.765,0.604,482.613071,0.1131276286353809
SLV,SLV.6_1,SLV.6.8_1,-0.248,3783.5356346459057,-1,-1,-1,-1,-1,-1,-1,0.692,69.9,81.8,2883.4,0.748,0.818,0.766,0.561,450.434702,0.1190512646095787
SLV,SLV.6_1,SLV.6.9_1,0.0208473539693103,7369.797217715131,-1,-1,-1,-1,-1,-1,-1,0.692,68.6,83.3,3401.0,0.726,0.833,0.761,0.589,681.2312890000001,0.0924355540424493
SLV,SLV.6_1,SLV.6.10_1,0.3843203111069069,19584.135571120845,-1,-1,-1,-1,-1,-1,-1,0.7,68.2,84.9,3730.0,0.72,0.849,0.776,0.604,1671.47246,0.0853482888703439
SLV,SLV.6_1,SLV.6.11_1,0.7484350007001013,12818.726006249224,-1,-1,-1,-1,-1,-1,-1,0.729,69.7,86.5,5120.3,0.745,0.865,0.785,0.657,1145.877032,0.0893908670363479
SLV,SLV.6_1,SLV.6.12_1,0.060587215644273,3165.640456528033,-1,-1,-1,-1,-1,-1,-1,0.696,70.3,82.8,2944.8,0.755,0.828,0.769,0.565,360.736281,0.113953648859935
SLV,SLV.6_1,SLV.6.13_1,0.4421752899214324,19021.21391654778,-1,-1,-1,-1,-1,-1,-1,0.677,68.7,74.3,4275.2,0.728,0.743,0.676,0.627,1417.0599209999996,0.0744989214262086
SLV,SLV.6_1,SLV.6.14_1,0.555536591340416,23521.6777389509,-1,-1,-1,-1,-1,-1,-1,0.69,68.4,79.7,4167.4,0.723,0.797,0.724,0.623,1777.7508640000003,0.0755792543257286
SLV,SLV.6_1,SLV.6.15_1,0.4358992836191335,7006.975250155494,-1,-1,-1,-1,-1,-1,-1,0.698,71.7,82.1,2935.8,0.779,0.821,0.753,0.564,722.0648919999999,0.1030494423373304
SLV,SLV.6_1,SLV.6.16_1,0.4512913684078659,23974.903088609262,-1,-1,-1,-1,-1,-1,-1,0.669,67.2,78.3,4006.4,0.703,0.783,0.687,0.616,2125.6329560000004,0.0886607527940295
SLV,SLV.6_1,SLV.6.17_1,0.237488895265979,7767.216437884381,-1,-1,-1,-1,-1,-1,-1,0.702,69.5,85.1,3216.8,0.741,0.851,0.787,0.579,976.142385,0.125674672877518
SLV,SLV.6_1,SLV.6.18_1,0.7062792282642034,9082.321766465791,-1,-1,-1,-1,-1,-1,-1,0.724,69.5,85.4,4605.8,0.742,0.854,0.792,0.639,847.3037250000002,0.0932915334632228
SLV,SLV.6_1,SLV.6.19_1,0.3443695967097835,5605.866360053618,-1,-1,-1,-1,-1,-1,-1,0.685,68.5,83.6,2831.4,0.725,0.836,0.774,0.558,667.401376,0.1190541003181561
SLV,SLV.6_1,SLV.6.20_1,0.2925370360609249,51384.386728992366,-1,-1,-1,-1,-1,-1,-1,0.694,68.1,83.4,3857.4,0.719,0.834,0.753,0.61,4385.903303,0.0853547854162743
SLV,SLV.6_1,SLV.6.21_1,0.0866981742531778,3273.400248043689,-1,-1,-1,-1,-1,-1,-1,0.678,68.5,80.9,3083.3,0.724,0.809,0.737,0.572,441.8202940000001,0.1349728907316021
SLV,SLV.6_1,SLV.6.22_1,0.6122979303044199,66755.30898530147,-1,-1,-1,-1,-1,-1,-1,0.72,70.6,80.3,5053.6,0.76,0.803,0.744,0.655,6413.575547,0.0960758873636877
SLV,SLV.7_1,SLV.7.1_1,0.0249113550323233,10639.218643833625,-1,-1,-1,-1,-1,-1,-1,0.633,68.6,59.4,4032.3,0.726,0.594,0.557,0.617,1402.89973,0.1318611617041168
SLV,SLV.7_1,SLV.7.2_1,-0.2772831141014934,3634.762899129641,-1,-1,-1,-1,-1,-1,-1,0.68,68.9,73.5,4279.1,0.732,0.735,0.68,0.627,617.2790340000001,0.1698264924371848
SLV,SLV.7_1,SLV.7.3_1,-0.167860732122947,9028.723728013336,-1,-1,-1,-1,-1,-1,-1,0.643,68.7,62.6,4281.9,0.728,0.626,0.575,0.627,1110.460626,0.1229919819735523
SLV,SLV.7_1,SLV.7.4_1,0.3580410031517655,47595.356563813286,-1,-1,-1,-1,-1,-1,-1,0.66,68.0,69.7,4234.8,0.717,0.697,0.639,0.625,4612.707512000001,0.0969150741798841
SLV,SLV.7_1,SLV.7.5_1,0.1479773897224717,7403.174029429922,-1,-1,-1,-1,-1,-1,-1,0.6835,68.2,74.05000000000001,4828.45,0.7195,0.7404999999999999,0.685,0.646,886.39218,0.1197313715004287
SLV,SLV.7_1,SLV.7.6_1,-0.1695244938014274,5856.937917761992,-1,-1,-1,-1,-1,-1,-1,0.648,68.6,65.1,4198.0,0.726,0.651,0.595,0.624,997.9376169999996,0.1703855548773383
SLV,SLV.7_1,SLV.7.7_1,0.1531979957774387,7570.663841232569,-1,-1,-1,-1,-1,-1,-1,0.668,70.3,62.7,5360.5,0.755,0.627,0.584,0.665,834.2089399999998,0.1101896686333629
SLV,SLV.7_1,SLV.7.8_1,0.4504991144798979,20019.38218086604,-1,-1,-1,-1,-1,-1,-1,0.724,71.8,74.5,6753.6,0.781,0.745,0.689,0.703,2416.750959,0.1207205565669185
SLV,SLV.7_1,SLV.7.9_1,-0.0401818071214361,14541.21039541118,-1,-1,-1,-1,-1,-1,-1,0.563,68.2,44.1,2528.6,0.721,0.441,0.428,0.539,1358.531983,0.0934263342636673
SLV,SLV.7_1,SLV.7.10_1,0.6367091346153848,1647.9928654423763,-1,-1,-1,-1,-1,-1,-1,0.668,70.6,67.4,4555.3,0.761,0.674,0.606,0.637,221.240564,0.1342484962400681
SLV,SLV.7_1,SLV.7.11_1,-0.0340759131797858,7695.883116730598,-1,-1,-1,-1,-1,-1,-1,0.635,68.6,61.1,3336.7,0.726,0.611,0.594,0.585,894.8170150000001,0.116272168044587
SLV,SLV.7_1,SLV.7.12_1,0.0740022516335172,12426.425161948458,-1,-1,-1,-1,-1,-1,-1,0.686,68.3,69.3,5924.2,0.722,0.693,0.654,0.681,1992.132068,0.1603141725828117
SLV,SLV.7_1,SLV.7.13_1,-0.0888244514992439,9323.916077315163,-1,-1,-1,-1,-1,-1,-1,0.649,68.5,65.3,3993.8,0.725,0.653,0.607,0.615,1040.821882,0.1116292632161599
SLV,SLV.7_1,SLV.7.14_1,0.0064101283541748,13908.834983862866,-1,-1,-1,-1,-1,-1,-1,0.669,68.9,69.9,4389.3,0.732,0.699,0.642,0.631,1947.02245,0.1399845819048791
SLV,SLV.7_1,SLV.7.15_1,0.0974171912494076,2152.3018984098744,-1,-1,-1,-1,-1,-1,-1,0.658,69.8,67.9,3499.8,0.747,0.679,0.634,0.593,333.32205400000004,0.1548677043152074
SLV,SLV.7_1,SLV.7.16_1,0.3826632044418431,30679.457663033827,-1,-1,-1,-1,-1,-1,-1,0.718,69.9,75.4,7174.0,0.748,0.754,0.692,0.713,3591.335483000001,0.117059940317239
SLV,SLV.7_1,SLV.7.17_1,-0.0378131641980289,8080.881788750756,-1,-1,-1,-1,-1,-1,-1,0.65,69.4,63.9,3892.5,0.739,0.639,0.598,0.611,859.7613360000001,0.1063944948677331
SLV,SLV.7_1,SLV.7.18_1,-0.0678882181894815,4876.976394078814,-1,-1,-1,-1,-1,-1,-1,0.662,68.8,69.4,3998.9,0.73,0.694,0.64,0.616,716.0174219999999,0.14681584739047
SLV,SLV.8_1,SLV.8.1_1,-0.1328993766489152,1612.0667111285263,-1,-1,-1,-1,-1,-1,-1,0.627,65.4,69.2,2836.4,0.673,0.692,0.651,0.558,156.330015,0.0969749042771072
SLV,SLV.8_1,SLV.8.2_1,-0.067949563547535,11520.340171285645,-1,-1,-1,-1,-1,-1,-1,0.588,66.2,54.1,2737.6,0.687,0.541,0.525,0.552,1199.351298,0.104107281570502
SLV,SLV.8_1,SLV.8.3_1,0.0565591543417582,9622.041236423463,-1,-1,-1,-1,-1,-1,-1,0.603,66.5,58.0,2860.9,0.692,0.58,0.558,0.56,1008.3479739999996,0.1047956404700262
SLV,SLV.8_1,SLV.8.4_1,0.2623036390299481,9272.657122802908,-1,-1,-1,-1,-1,-1,-1,0.596,66.7,55.6,2788.6,0.695,0.556,0.537,0.555,918.734834,0.0990799963627133
SLV,SLV.8_1,SLV.8.5_1,0.181042044229796,5636.605485332124,-1,-1,-1,-1,-1,-1,-1,0.659,68.1,71.4,3402.7,0.719,0.714,0.67,0.589,697.711786,0.1237822636009603
SLV,SLV.8_1,SLV.8.6_1,0.1461265527671804,8693.351237966617,-1,-1,-1,-1,-1,-1,-1,0.658,66.2,72.6,3869.3,0.687,0.726,0.676,0.61,1110.664212,0.1277601907017604
SLV,SLV.8_1,SLV.8.7_1,-0.1499734050124283,1600.915148203118,-1,-1,-1,-1,-1,-1,-1,0.6930000000000001,68.7,79.46666666666667,4169.533333333334,0.7280000000000001,0.7946666666666666,0.7346666666666667,0.616,221.41445700000008,0.1383049296825741
SLV,SLV.8_1,SLV.8.8_1,0.0456769126618509,5521.988041009983,-1,-1,-1,-1,-1,-1,-1,0.598,66.6,66.3,1807.4,0.693,0.663,0.617,0.483,570.632488,0.1033382332163888
SLV,SLV.8_1,SLV.8.9_1,-0.0560373797259244,12505.175553130905,-1,-1,-1,-1,-1,-1,-1,0.594,67.9,58.4,2002.0,0.715,0.584,0.566,0.5,1039.6567919999998,0.0831381204992122
SLV,SLV.8_1,SLV.8.10_1,-0.0338157427459307,4884.332149343077,-1,-1,-1,-1,-1,-1,-1,0.618,66.2,67.0,2488.8,0.687,0.67,0.63,0.536,595.879641,0.121998181692075
SLV,SLV.8_1,SLV.8.11_1,-0.1570726481251618,3626.3687736194825,-1,-1,-1,-1,-1,-1,-1,0.65,65.8,74.7,2604.4,0.679,0.747,0.727,0.544,314.06353099999995,0.0866055138365127
SLV,SLV.8_1,SLV.8.12_1,0.3842374902408831,8975.547722065192,-1,-1,-1,-1,-1,-1,-1,0.708,68.0,77.1,6045.0,0.717,0.771,0.723,0.685,1237.8951080000004,0.1379186146998917
SLV,SLV.8_1,SLV.8.13_1,0.0985352676775556,5243.596101478557,-1,-1,-1,-1,-1,-1,-1,0.605,66.2,59.3,2789.9,0.687,0.593,0.573,0.556,612.088227,0.1167306205806749
SLV,SLV.8_1,SLV.8.14_1,0.0785189992155154,7798.331075052686,-1,-1,-1,-1,-1,-1,-1,0.642,65.3,73.7,2776.6,0.671,0.737,0.699,0.555,762.6849440000002,0.0978010470009248
SLV,SLV.8_1,SLV.8.15_1,0.4718066370845032,6702.370221345473,-1,-1,-1,-1,-1,-1,-1,0.637,66.3,68.7,3207.0,0.689,0.687,0.643,0.579,830.3646479999999,0.1238911937982004
SLV,SLV.8_1,SLV.8.16_1,-0.2461376794474896,6787.904056742622,-1,-1,-1,-1,-1,-1,-1,0.664,66.3,77.8,3533.0,0.688,0.778,0.708,0.595,565.262048,0.0832749024256624
SLV,SLV.8_1,SLV.8.17_1,-0.0328904443086783,4284.333158668099,-1,-1,-1,-1,-1,-1,-1,0.665,66.0,71.4,4802.8,0.683,0.714,0.665,0.646,436.07871000000006,0.1017845003761488
SLV,SLV.8_1,SLV.8.18_1,,973.8189282073208,-1,-1,-1,-1,-1,-1,-1,0.632,66.15,72.65,2344.05,0.686,0.7265,0.683,0.5265,65.320748,0.0670768929499525
SLV,SLV.8_1,SLV.8.19_1,0.5952305803562673,17452.770998381995,-1,-1,-1,-1,-1,-1,-1,0.71,68.7,76.7,5496.9,0.729,0.767,0.732,0.669,1852.756022,0.1061582726417349
SLV,SLV.8_1,SLV.8.20_1,0.2215516261701985,3559.403875450618,-1,-1,-1,-1,-1,-1,-1,0.633,65.6,68.0,3239.8,0.6765000000000001,0.6799999999999999,0.653,0.5695,315.484072,0.0886339631689196
SLV,SLV.8_1,SLV.8.21_1,0.0835506692341142,9737.005305407898,-1,-1,-1,-1,-1,-1,-1,0.609,66.4,63.6,2294.9,0.689,0.636,0.614,0.523,654.6361119999999,0.0672317711110229
SLV,SLV.8_1,SLV.8.22_1,-0.1018575645476676,3663.770795484348,-1,-1,-1,-1,-1,-1,-1,0.6,66.8,57.3,2842.3,0.696,0.573,0.545,0.559,379.9271169999999,0.1036983856818406
SLV,SLV.8_1,SLV.8.23_1,0.2287811814706088,11115.523120316917,-1,-1,-1,-1,-1,-1,-1,0.619,66.2,60.7,3623.7,0.686,0.607,0.572,0.599,1346.94344,0.1211767926187892
SLV,SLV.8_1,SLV.8.24_1,-0.2519301428288154,4250.7311822529055,-1,-1,-1,-1,-1,-1,-1,0.601,66.3,68.8,1544.3,0.688,0.688,0.659,0.457,282.851158,0.0665417656098609
SLV,SLV.8_1,SLV.8.25_1,-0.1398148743665787,5779.930730679424,-1,-1,-1,-1,-1,-1,-1,0.6,65.9,61.4,2845.5,0.682,0.614,0.558,0.559,563.460955,0.0974857625904049
SLV,SLV.8_1,SLV.8.26_1,-0.0865514971983267,2468.132838474582,-1,-1,-1,-1,-1,-1,-1,0.645,66.4,68.9,3850.9,0.691,0.689,0.635,0.609,330.88533600000005,0.1340630175337329
SLV,SLV.9_1,SLV.9.1_1,0.2055242951896005,8078.399808127695,-1,-1,-1,-1,-1,-1,-1,0.614,68.7,58.8,2510.9,0.729,0.588,0.575,0.538,882.5483639999998,0.1092479185187227
SLV,SLV.9_1,SLV.9.2_1,0.0806264638896067,10471.413686076638,-1,-1,-1,-1,-1,-1,-1,0.672,69.3,67.0,5231.7,0.738,0.67,0.618,0.66,1076.857721,0.1028378548764479
SLV,SLV.9_1,SLV.9.3_1,0.3287646787820083,15614.848999194834,-1,-1,-1,-1,-1,-1,-1,0.698,69.7,75.6,4885.4,0.744,0.756,0.702,0.649,1863.147724,0.1193189715825027
SLV,SLV.9_1,SLV.9.4_1,0.0544251745775805,16017.162216526176,-1,-1,-1,-1,-1,-1,-1,0.654,68.9,64.1,4540.3,0.732,0.641,0.593,0.637,1837.45105,0.1147176400638657
SLV,SLV.9_1,SLV.9.5_1,0.2514075543121647,21847.387766650107,-1,-1,-1,-1,-1,-1,-1,0.656,69.5,68.4,3587.7,0.741,0.684,0.629,0.598,1808.5741310000003,0.0827821682993504
SLV,SLV.9_1,SLV.9.6_1,0.0499503411738014,2386.4208662410424,-1,-1,-1,-1,-1,-1,-1,0.676,68.2,74.2,4358.4,0.72,0.742,0.678,0.63,360.20220000000006,0.1509382544778744
SLV,SLV.9_1,SLV.9.7_1,0.593676458556919,16775.928698586933,-1,-1,-1,-1,-1,-1,-1,0.687,70.2,68.7,5352.6,0.754,0.687,0.643,0.664,1837.4464580000008,0.1095287474698656
SLV,SLV.9_1,SLV.9.8_1,0.1437144466521637,26938.100380108,-1,-1,-1,-1,-1,-1,-1,0.677,68.6,72.6,3909.2,0.727,0.726,0.691,0.612,2570.55528,0.0954245193138483
SLV,SLV.9_1,SLV.9.9_1,0.2991711403945167,22463.408059601075,-1,-1,-1,-1,-1,-1,-1,0.658,67.9,72.3,3322.5,0.715,0.723,0.673,0.585,2323.678383,0.1034428247412278
SLV,SLV.9_1,SLV.9.10_1,1.0040617555388929,16522.27931376169,-1,-1,-1,-1,-1,-1,-1,0.761,73.1,82.5,6548.2,0.801,0.825,0.784,0.698,1595.441043,0.0965630112348439
SLV,SLV.9_1,SLV.9.11_1,-0.1893643158963364,2880.911284529139,-1,-1,-1,-1,-1,-1,-1,0.617,68.9,60.1,2983.8,0.731,0.601,0.552,0.567,298.665202,0.1036703919360065
SLV,SLV.9_1,SLV.9.12_1,0.7625360836633048,4582.975379726635,-1,-1,-1,-1,-1,-1,-1,0.695,68.1,77.2,5706.3,0.718,0.772,0.691,0.675,511.44471,0.1115966523107323
SLV,SLV.9_1,SLV.9.13_1,-0.2297097756613207,4037.695625355286,-1,-1,-1,-1,-1,-1,-1,0.596,68.4,55.6,1840.0,0.724,0.556,0.579,0.486,410.908768,0.1017681385936175
SLV,SLV.9_1,SLV.9.14_1,-0.2766890409921327,5340.258830680304,-1,-1,-1,-1,-1,-1,-1,0.62,69.4,53.8,3818.5,0.74,0.538,0.511,0.608,539.6940449999997,0.1010614020989779
SLV,SLV.9_1,SLV.9.15_1,0.3790646289452766,9341.10939200826,-1,-1,-1,-1,-1,-1,-1,0.661,70.5,66.9,3740.4,0.758,0.669,0.621,0.604,1369.199647,0.1465778409758708
SLV,SLV.9_1,SLV.9.16_1,-0.1756937259705981,5069.822850850072,-1,-1,-1,-1,-1,-1,-1,0.621,68.6,57.5,3303.1,0.727,0.575,0.553,0.584,614.3922089999999,0.1211861295897119
SLV,SLV.9_1,SLV.9.17_1,0.7314132570701473,223973.37429265125,-1,-1,-1,-1,-1,-1,-1,0.746,71.4,82.4,6956.8,0.774,0.824,0.757,0.708,21782.948681,0.0972568670262459
